Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
91294-93T,183499-21,Information Technology,IT Services,IT Consulting and Outsourcing,"Application Software, IT Consulting and Outsourcing*","Augmented Reality, CloudTech & DevOps, TMT, Virtual Reality","ar/vr software, augmented reality software, software development, software development company, virtual reality software",Formerly Accelerator/Incubator backed,Out of Business,Pre-venture,167378-05P,,2,91294-93T,,12-Jul-2017,0.03,Actual,,,,,0.07,,,,,Accelerator/Incubator,,,Other,0.03,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"Ann Arbor, MI",Americas,North America,Ann Arbor,Michigan,48104,United States,2015
91303-75T,183499-21,Information Technology,IT Services,IT Consulting and Outsourcing,"Application Software, IT Consulting and Outsourcing*","Augmented Reality, CloudTech & DevOps, TMT, Virtual Reality","ar/vr software, augmented reality software, software development, software development company, virtual reality software",Formerly Accelerator/Incubator backed,Out of Business,Pre-venture,167378-05P,,1,91303-75T,,01-Jan-2016,0.04,Actual,,,,,0.04,Angel,,,,Angel (individual),Angel (individual),,Individual,0.04,,,,,,,,,Completed,Startup,Angel-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"Ann Arbor, MI",Americas,North America,Ann Arbor,Michigan,48104,United States,2015
110306-80T,231858-64,Information Technology,Software,Software Development Applications,Software Development Applications*,"Augmented Reality, CloudTech & DevOps, TMT, Virtual Reality","application development resources, augmented reality platform, design software, module development platform, prototype tools, virtual reality platform, web editor",Formerly VC-backed,Out of Business,Venture Capital,191526-67P,,2,110306-80T,,01-Apr-2018,,,,,,,0.02,1st Round,,,,Seed Round,Seed Round,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israeli Shekels (ILS),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,,6581601,Israel,2016
118340-47T,187740-28,Information Technology,IT Services,IT Consulting and Outsourcing,"IT Consulting and Outsourcing*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS, TMT","application delivery platform, cloudtech and devops, coding automation, continuous delivery software, software delivery platform, software engineering",Venture Capital-Backed,Generating Revenue,Venture Capital,39876-22P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1999, Computer Science",2,118340-47T,,23-Apr-2019,60.00,Actual,440.00,500.00,Actual,12.00%,79.42,2nd Round,Up Round,9.82,Series B,Early Stage VC,Series B,,Venture Capital,60.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,100,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2017
96199-39T,187740-28,Information Technology,IT Services,IT Consulting and Outsourcing,"IT Consulting and Outsourcing*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS, TMT","application delivery platform, cloudtech and devops, coding automation, continuous delivery software, software delivery platform, software engineering",Venture Capital-Backed,Generating Revenue,Venture Capital,39876-22P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1999, Computer Science",1,96199-39T,,24-Oct-2017,19.42,Actual,58.28,77.70,Actual,25.00%,19.42,1st Round,,2.55,Series A,Early Stage VC,Series A,,Venture Capital,19.42,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2017
154977-85T,187740-28,Information Technology,IT Services,IT Consulting and Outsourcing,"IT Consulting and Outsourcing*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS, TMT","application delivery platform, cloudtech and devops, coding automation, continuous delivery software, software delivery platform, software engineering",Venture Capital-Backed,Generating Revenue,Venture Capital,39876-22P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1999, Computer Science",3,154977-85T,,22-May-2020,,,,,,,79.42,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,257,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2017
69577-57T,158103-55,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, TMT","ci cds tools, cloud-based service, continous integration tool, deployment software, software tools",Formerly VC-backed,Out of Business,Venture Capital,134142-76P,"Degree, 2004, English, Psychology",2,69577-57T,23-Jul-2015,27-Apr-2016,,,,,,,,1st Round,,,,Seed Round,Seed Round,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Hamburg, Germany",Europe,Western Europe,Hamburg,,,Germany,2014
69578-56T,158103-55,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, TMT","ci cds tools, cloud-based service, continous integration tool, deployment software, software tools",Formerly VC-backed,Out of Business,Venture Capital,134144-20P,"Master's, 2002, Industrial Engineering",1,69578-56T,,14-Apr-2016,,,,,,,,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Hamburg, Germany",Europe,Western Europe,Hamburg,,,Germany,2014
129037-96T,222369-04,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Agriculture","AgTech, CloudTech & DevOps, SaaS, TMT","farm management app, farm management software, farm management system, farm management tool, farming business decision",Formerly Accelerator/Incubator backed,Generating Revenue,Pre-venture,174787-30P,"University of Minnesota, Degree",2,129037-96T,25-Jul-2018,08-Aug-2018,0.23,Actual,,,,,0.23,Angel,,,,Angel (individual),Angel (individual),,Individual,,Bridge,,,0.23,,,0.23,,Completed,Generating Revenue,Accelerator/Incubator Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"West Fargo, ND",Americas,North America,West Fargo,North Dakota,58078,United States,2015
133350-67T,59113-45,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure automation, cloud native, cloudtech, data center management, data center management software, security infrastructure, service mesh",Venture Capital-Backed,Generating Revenue,Venture Capital,50888-71P,"McGill University, BA (Bachelor of Arts), Economics",6,133350-67T,06-Mar-2020,09-Mar-2020,175.00,Actual,"5,100.00","5,275.00",Actual,3.32%,349.53,6th Round,Up Round,57.84,Series E,Later Stage VC,Series E,,Venture Capital,175.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,900,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2012
113420-35T,59113-45,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure automation, cloud native, cloudtech, data center management, data center management software, security infrastructure, service mesh",Venture Capital-Backed,Generating Revenue,Venture Capital,50888-71P,"McGill University, BA (Bachelor of Arts), Economics",5,113420-35T,17-Oct-2018,01-Nov-2018,100.00,Actual,"1,800.00","1,900.00",Actual,5.26%,174.53,5th Round,Up Round,22.17,Series D,Later Stage VC,Series D,,Venture Capital,100.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,320,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2012
96196-15T,59113-45,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure automation, cloud native, cloudtech, data center management, data center management software, security infrastructure, service mesh",Venture Capital-Backed,Generating Revenue,Venture Capital,50888-71P,"McGill University, BA (Bachelor of Arts), Economics",4,96196-15T,11-Oct-2017,24-Oct-2017,40.00,Actual,440.00,480.00,Actual,8.33%,74.53,4th Round,Up Round,9.50,Series C,Later Stage VC,Series C,,Venture Capital,40.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,130,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2012
75337-39T,59113-45,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure automation, cloud native, cloudtech, data center management, data center management software, security infrastructure, service mesh",Venture Capital-Backed,Generating Revenue,Venture Capital,50888-71P,"McGill University, BA (Bachelor of Arts), Economics",3,75337-39T,,07-Sep-2016,24.00,Actual,56.00,80.00,Actual,30.00%,34.53,3rd Round,Up Round,2.09,Series B,Early Stage VC,Series B,,Venture Capital,24.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,35,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2012
77754-16T,85856-77,Information Technology,Software,Application Software,"Application Software*, Other IT Services","CloudTech & DevOps, Mobile, TMT","application optimization, application testing, mobile application development, product planning, software development",Angel-Backed,Profitable,Pre-venture,148760-29P,,1,77754-16T,,21-Sep-2016,1.00,Actual,,,,,1.00,1st Round,,,,Seed Round,Seed Round,,Individual,1.00,,,,,,,,,Completed,Profitable,Angel-Backed,44,,,,,2.40,,,,,,,2016,,,,,,,,,0.42x,,,,,,,,,,44,US Dollars (USD),"Bangalore, India",Asia,South Asia,Bangalore,Karnataka,,India,2015
64695-97T,108933-04,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Social/Platform Software","CloudTech & DevOps, Mobile, SaaS, TMT","community platform, digital platform, online community platform, technical professional",Formerly VC-backed,Out of Business,Venture Capital,125430-94P,,1,64695-97T,,14-Jan-2015,0.25,Actual,,,,,0.25,1st Round,,,,Seed Round,Seed Round,,Venture Capital,0.25,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,US Dollars (USD),"Debrecen, Hungary",Europe,Eastern Europe,Debrecen,,4033,Hungary,2014
132678-55T,174523-69,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS, TMT","application deployment, application deployment platform, backend development, cloud native, cloudtech, fullstack application, fullstack development",Venture Capital-Backed,Generating Revenue,Venture Capital,172867-96P,"Bachelor's, Computer Science Engineering; Master's, Computer Science Engineering",2,132678-55T,,26-Feb-2020,9.70,Actual,20.00,29.70,Actual,32.66%,11.31,2nd Round,Up Round,1.41,Series A,Early Stage VC,Series A,,Venture Capital,9.70,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,40,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2017
95969-26T,174523-69,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS, TMT","application deployment, application deployment platform, backend development, cloud native, cloudtech, fullstack application, fullstack development",Venture Capital-Backed,Generating Revenue,Venture Capital,172867-96P,"Bachelor's, Computer Science Engineering; Master's, Computer Science Engineering",1,95969-26T,17-Oct-2017,28-Jan-2019,1.61,Actual,4.00,5.61,Actual,28.70%,1.61,1st Round,,0.41,,Seed Round,Seed Round,,Venture Capital,1.61,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2017
155783-44T,174523-69,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS, TMT","application deployment, application deployment platform, backend development, cloud native, cloudtech, fullstack application, fullstack development",Venture Capital-Backed,Generating Revenue,Venture Capital,172867-96P,"Bachelor's, Computer Science Engineering; Master's, Computer Science Engineering",3,155783-44T,,08-Sep-2020,25.00,Actual,,,,,36.31,3rd Round,,,Series B,Early Stage VC,Series B,,Venture Capital,25.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,65,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2017
101413-81T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",1,101413-81T,,01-Jan-2016,0.12,Actual,1.59,1.71,Actual,7.00%,0.12,,,,,Accelerator/Incubator,,,Other,0.12,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Washington, DC",Americas,North America,Washington,District of Columbia,20006,United States,2015
101413-00T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",4,101413-00T,13-Feb-2018,09-Nov-2018,1.60,Actual,,,,,1.72,1st Round,,,,Seed Round,Seed Round,,Venture Capital,,Bridge,,,1.60,,,1.60,,Completed,Generating Revenue,Venture Capital-Backed,23,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Washington, DC",Americas,North America,Washington,District of Columbia,20006,United States,2015
104572-36T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",3,104572-36T,,16-Apr-2018,,,,,,,0.12,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Washington, DC",Americas,North America,Washington,District of Columbia,20006,United States,2015
113843-71T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",2,113843-71T,,01-Jan-2017,,,,,,,0.12,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,0.10,,,,,,,2016,,,,,,,,,,,,,,,,,,,6,US Dollars (USD),"Washington, DC",Americas,North America,Washington,District of Columbia,20006,United States,2015
85599-82T,58322-17,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software","CloudTech & DevOps, SaaS, TMT","cloud native, cloudtech, data distribution, data grid platform, in-memory data grid",Venture Capital-Backed,Generating Revenue,Venture Capital,59799-52P,"Queensland University of Technology, Master's, 2001, Information Technology; University of Queensland, B.Comm (Bachelor of Commerce), 1984, Commerce and Economics",4,85599-82T,20-Mar-2017,29-Mar-2017,3.12,Actual,40.00,43.12,Actual,7.24%,16.92,4th Round,Up Round,1.88,Series C2,Later Stage VC,Series C2,,Venture Capital,3.12,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,US Dollars (USD),"San Mateo, CA",Americas,North America,San Mateo,California,94402,United States,2012
119625-13T,58322-17,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software","CloudTech & DevOps, SaaS, TMT","cloud native, cloudtech, data distribution, data grid platform, in-memory data grid",Venture Capital-Backed,Generating Revenue,Venture Capital,39132-82P,"Cornell University, MBA (Master of Business Administration), 1990, Marketing and Technology; Washington State University, BA (Bachelor of Arts), 1988, Marketing and Economics",5,119625-13T,10-Jun-2019,11-Feb-2020,50.00,Actual,,,,,66.92,5th Round,,,Series D,Later Stage VC,Series D,,Venture Capital,50.00,Loan,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,130,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,US Dollars (USD),"San Mateo, CA",Americas,North America,San Mateo,California,94402,United States,2012
111831-22T,233007-94,Information Technology,Software,Network Management Software,"Network Management Software*, Software Development Applications","CloudTech & DevOps, Cybersecurity","security software, security software developer, security software development, security software service, security software system",Venture Capital-Backed,Generating Revenue,Venture Capital,193695-22P,"University of Cambridge, MS (Master of Science), Computer Science",2,111831-22T,,17-Sep-2018,1.00,Actual,,,,,1.00,1st Round,,,,Later Stage VC,,,Venture Capital,1.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Euros (EUR),"Donostia-San Sebastian, Spain",Europe,Southern Europe,Donostia-San Sebastian,,20009,Spain,2008
111833-38T,233007-94,Information Technology,Software,Network Management Software,"Network Management Software*, Software Development Applications","CloudTech & DevOps, Cybersecurity","security software, security software developer, security software development, security software service, security software system",Venture Capital-Backed,Generating Revenue,Venture Capital,193695-22P,"University of Cambridge, MS (Master of Science), Computer Science",1,111833-38T,,01-Jan-2015,1.14,Actual,,,,,,,,,,Grant,,,Other,,,,,,,,,,Completed,Generating Revenue,Corporation,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Euros (EUR),"Donostia-San Sebastian, Spain",Europe,Southern Europe,Donostia-San Sebastian,,20009,Spain,2008
155650-60T,233007-94,Information Technology,Software,Network Management Software,"Network Management Software*, Software Development Applications","CloudTech & DevOps, Cybersecurity","security software, security software developer, security software development, security software service, security software system",Venture Capital-Backed,Generating Revenue,Venture Capital,193695-22P,"University of Cambridge, MS (Master of Science), Computer Science",3,155650-60T,,01-Jan-2019,,,,,,,1.00,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Euros (EUR),"Donostia-San Sebastian, Spain",Europe,Southern Europe,Donostia-San Sebastian,,20009,Spain,2008
135911-26T,434697-94,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps","big data, big data platform, data analysis, data collection, data mining, data visualization",Venture Capital-Backed,Generating Revenue,Venture Capital,229019-05P,,1,135911-26T,,18-Jan-2018,,,,,,,,1st Round,,,,Later Stage VC,,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,
83147-23T,57643-21,Information Technology,Software,Database Software,"Database Software*, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","cloud native, cloud storage, data storage, distributing storage, it storage",Formerly VC-backed,Generating Revenue,Venture Capital,50819-32P,,4,83147-23T,,13-Feb-2017,21.50,Actual,99.07,120.57,Actual,17.83%,57.24,4th Round,Down Round,3.54,Series C,Later Stage VC,Series C,,Venture Capital,21.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,US Dollars (USD),"Santa Clara, CA",Americas,North America,Santa Clara,California,95054,United States,2012
51055-93T,57643-21,Information Technology,Software,Database Software,"Database Software*, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","cloud native, cloud storage, data storage, distributing storage, it storage",Formerly VC-backed,Generating Revenue,Venture Capital,50819-32P,,3,51055-93T,,22-May-2015,20.08,Actual,79.32,99.40,Actual,20.20%,35.74,3rd Round,Up Round,3.94,Series B,Early Stage VC,Series B,,Venture Capital,20.08,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,27,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Euros (EUR),"Santa Clara, CA",Americas,North America,Santa Clara,California,95054,United States,2012
122498-56T,57643-21,Information Technology,Software,Database Software,"Database Software*, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","cloud native, cloud storage, data storage, distributing storage, it storage",Formerly VC-backed,Generating Revenue,Venture Capital,50819-32P,,5,122498-56T,,12-Jun-2019,,,,,,,57.24,5th Round,,,,Later Stage VC,,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,27,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,US Dollars (USD),"Santa Clara, CA",Americas,North America,Santa Clara,California,95054,United States,2012
136460-80T,117698-86,Consumer Products and Services (B2C),Retail,Internet Retail,"Application Software, Internet Retail*","CloudTech & DevOps, TMT","booking platform, books ticketing, books ticketing online, phone application, ticketing app",Venture Capital-Backed,Generating Revenue,Venture Capital,229912-48P,,2,136460-80T,,01-Nov-2015,,,,,,,0.64,2nd Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,2014
112699-09T,233680-33,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Big Data, CloudTech & DevOps, Internet of Things, SaaS","cloud roadmap methodology, cloud-based service, cloud-based training, sap on web services, security compliance",Venture Capital-Backed,Generating Revenue,Venture Capital,194885-65P,,1,112699-09T,,09-Oct-2018,2.62,Actual,,,,,2.62,1st Round,,,,Early Stage VC,,,Venture Capital,2.62,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,4.13,,,,0.11,0.07,0.00,2018,,,,,,23.57x,36.18x,,0.63x,,,,,,,,,2.69%,73,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC1A 2AY,United Kingdom,2016
60981-04T,62871-04,Business Products and Services (B2B),Commercial Services,Construction and Engineering,"Building Products, Business/Productivity Software, Construction and Engineering*","CloudTech & DevOps, Construction Technology, Real Estate Technology, TMT","building data, construction software, engineering software, engineering software development, engineering software solutions, engineering technology, real estate software, real estate software application, real estate software platform",Venture Capital-Backed,Generating Revenue,Venture Capital,66596-95P,,3,60981-04T,,21-Dec-2015,29.00,Actual,88.43,117.43,Actual,24.69%,39.50,3rd Round,Up Round,,Series B,Early Stage VC,Series B,,Venture Capital,29.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,30,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,US Dollars (USD),"Berkeley, CA",Americas,North America,Berkeley,California,94710,United States,2012
94306-42T,168265-18,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Software","CloudTech & DevOps, TMT","application management, cloud computing, cloud native computing, cloud operations, cloudtech and devops, configuration management, orchestration",Formerly VC-backed,Generating Revenue,Venture Capital,150228-01P,"University of Cape Town, ME (Master of Engineering), 1999, Electrical",2,94306-42T,,13-Sep-2017,25.00,Actual,92.00,117.00,Actual,21.37%,33.50,2nd Round,Up Round,3.93,Series B,Early Stage VC,Series B,,Venture Capital,25.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"Seattle, WA",Americas,North America,Seattle,Washington,98164,United States,2016
78603-58T,168265-18,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Software","CloudTech & DevOps, TMT","application management, cloud computing, cloud native computing, cloud operations, cloudtech and devops, configuration management, orchestration",Formerly VC-backed,Generating Revenue,Venture Capital,150228-01P,"University of Cape Town, ME (Master of Engineering), 1999, Electrical",1,78603-58T,,17-Nov-2016,8.50,Actual,21.50,30.00,Actual,28.33%,8.50,1st Round,,1.35,Series A,Early Stage VC,Series A,,Venture Capital,8.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"Seattle, WA",Americas,North America,Seattle,Washington,98164,United States,2016
132745-42T,432711-28,Business Products and Services (B2B),Commercial Services,Consulting Services (B2B),"Business/Productivity Software, Consulting Services (B2B)*","CloudTech & DevOps, SaaS, TMT","devops services, server management, web design, web tool service",Venture Capital-Backed,Startup,Venture Capital,223921-09P,,1,132745-42T,,26-Mar-2018,0.32,Actual,,,,,0.32,Angel,,,,Angel (individual),Angel (individual),,Individual,0.32,,,,,,,,,Completed,Startup,Angel-Backed,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Chinese Yuan RMB (CNY),"Wuhan, China",Asia,East Asia,Wuhan,Hubei,,China,2017
132752-80T,432711-28,Business Products and Services (B2B),Commercial Services,Consulting Services (B2B),"Business/Productivity Software, Consulting Services (B2B)*","CloudTech & DevOps, SaaS, TMT","devops services, server management, web design, web tool service",Venture Capital-Backed,Startup,Venture Capital,223921-09P,,2,132752-80T,,14-May-2018,,,,,,,0.32,1st Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Startup,Venture Capital-Backed,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Chinese Yuan RMB (CNY),"Wuhan, China",Asia,East Asia,Wuhan,Hubei,,China,2017
55409-32T,111079-18,Consumer Products and Services (B2C),Media,Information Services (B2C),"Application Software, Information Services (B2C)*, Social/Platform Software","CloudTech & DevOps, TMT","online travel, single travelers, singles meetup, travel application developer, travel application platform",Formerly VC-backed,Out of Business,Venture Capital,110147-77P,"Diploma, 2007, Media Management; Northumbria University, BS (Bachelor of Science), 2008, International Business Management",2,55409-32T,,02-Apr-2015,0.50,Actual,,,,,0.54,2nd Round,,,,Seed Round,Seed Round,,Venture Capital,0.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"Singapore, Singapore",Asia,Southeast Asia,Singapore,,238165,Singapore,2012
