Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
47343-16T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,35112-34P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), Electrical Engineering; University of Pennsylvania (Wharton), MBA (Master of Business Administration), Finance",1,47343-16T,,24-Mar-2015,10.00,Actual,15.00,25.00,Actual,40.00%,10.00,1st Round,,2.69,Series A,Early Stage VC,Series A,,Venture Capital,10.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
78473-89T,55089-10,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","advances debugging tools, ai testing, application testing, automated testing, automated testing software, cloudtech and devops, continuous testing, continuous testing platform, cross-browser testing, enterprise developer, live app testing, live web testing, real device cloud",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",32436-19P,"Thunderbird School of Global Management, Master's, International Management; University of California, San Diego, Degree",7,78473-89T,,15-Nov-2016,70.65,Actual,120.00,190.65,Actual,37.06%,105.47,7th Round,Up Round,0.57,Series E,Later Stage VC,Series E,,Venture Capital,70.65,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,140,5,5,,,24.74,"1,724.38%",,,,,,2016,,,,7.71x,,,,,2.86x,,,,,,,,,,291,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2008
117818-83T,55089-10,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","advances debugging tools, ai testing, application testing, automated testing, automated testing software, cloudtech and devops, continuous testing, continuous testing platform, cross-browser testing, enterprise developer, live app testing, live web testing, real device cloud",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",20176-03P,"St. Mary's University, BA (Bachelor of Arts), 1990, English Language and Literature",8,117818-83T,,26-Mar-2019,50.00,Actual,500.00,550.00,Actual,9.09%,155.47,8th Round,Up Round,1.25,Series F,Later Stage VC,Series F,,Venture Capital,50.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,300,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2008
45278-74T,55089-10,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","advances debugging tools, ai testing, application testing, automated testing, automated testing software, cloudtech and devops, continuous testing, continuous testing platform, cross-browser testing, enterprise developer, live app testing, live web testing, real device cloud",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",43027-39P,,6,45278-74T,,05-Feb-2015,15.00,Actual,63.83,78.83,Actual,18.27%,36.00,6th Round,Up Round,0.41,Series D,Later Stage VC,Series D,,Venture Capital,15.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,77,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2008
46026-64T,51345-64,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Ephemeral Content, SaaS, TMT","cloud monitoring, cloudtech and devops, distributing architecture, enterprise management, infrastructure management, it operations software, it resource management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",36066-79P,"Denison University, BS (Bachelor of Science), 1987, Geology",4,46026-64T,,19-Feb-2015,43.00,Actual,175.00,218.00,Actual,19.72%,84.00,4th Round,Up Round,3.34,Series D,Later Stage VC,Series D,,Venture Capital,43.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,270,3,1,2,,30.00,,,,,,,2014,,,,7.27x,,,,,1.43x,,,,,,,,,,383,US Dollars (USD),"Reston, VA",Americas,North America,Reston,Virginia,20191,United States,2003
70622-29T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,136136-80P,,5,70622-29T,19-May-2016,10-Aug-2018,2.00,Actual,5.00,7.00,Actual,28.57%,2.97,1st Round,,,Series A,Early Stage VC,Series A,,Venture Capital,2.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,6,5,5,,,1.00,,,,,,,2018,,,,7.00x,,,,,2.00x,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
123711-85T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,136136-80P,,4,123711-85T,,01-Jan-2018,,,,,,,0.97,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
123712-93T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,136136-80P,,1,123712-93T,,20-May-2016,0.05,Actual,,,,,0.05,Angel,,,,Angel (individual),Angel (individual),,Individual,0.05,,,,,,,,,Completed,Startup,Angel-Backed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
123713-02T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,136136-80P,,3,123713-02T,,14-Nov-2017,0.92,Actual,,,,,0.97,Angel,,,,Angel (individual),Angel (individual),,Individual,0.92,,,,,,,,,Completed,Startup,Angel-Backed,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
125821-63T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,,,2,125821-63T,,01-Jan-2017,,,,,,,0.05,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
156344-14T,160044-13,Business Products and Services (B2B),Commercial Transportation,Road,"Other Healthcare Services, Road*","CloudTech & DevOps, Mobile, SaaS, TMT","elder care, elder care resources, medical transport application, on demand transportation, rides shares, rides shares service, transportation app development",Venture Capital-Backed,Generating Revenue,Venture Capital,,,6,156344-14T,,10-Feb-2020,1.31,Actual,,,,,4.28,2nd Round,,,,Early Stage VC,,,Venture Capital,,Bridge,,,1.31,,,1.31,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,US Dollars (USD),"Oklahoma City, OK",Americas,North America,Oklahoma City,Oklahoma,73134,United States,2016
90030-43T,171264-07,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Media and Information Services (B2B), Other Commercial Services","CloudTech & DevOps, TMT","ecommerce framework, open source ecommerce platform, scalable ecommerce, shops development, software tools developer",Venture Capital-Backed,Generating Revenue,Venture Capital,166233-97P,,1,90030-43T,,23-Jan-2017,0.59,Actual,2.35,2.93,Actual,20.00%,0.59,1st Round,,,,Later Stage VC,,,Venture Capital,0.59,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,4,,,0.98,,0.40,(0.09),,(0.08),0.00,2016,,-36.37x,-32.45x,3.01x,,,-7.27x,-6.49x,0.60x,,,,,,,,,,66,Czech Krona (CZK),"Ostrava, Czech Republic",Europe,Eastern Europe,Ostrava,,702 00,Czech Republic,2003
107684-74T,119923-84,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automated programming, automated software development, design automation platform, fintech, software design, software design and development, software design automation, software development solution, software development solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,129743-65P,"Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Dipl.-Ing, 2010, Computer Engineering; Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Ph.D. (Doctor of Philosophy), 2016, Computer Engineering; University of Technology, Sydney, Degree, 2007, Computer Engineering",6,107684-74T,10-Jun-2018,21-Jun-2018,18.00,Actual,50.00,68.00,Actual,26.47%,28.00,3rd Round,Up Round,5.78,Series B,Early Stage VC,Series B,,Venture Capital,18.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,50,7,2,5,,1.03,14.17%,,,(3.63),(3.78),0.00,2017,-18.72x,-18.00x,,66.01x,,-4.96x,-4.77x,,17.47x,,,,,,,,,-352.63%,58,US Dollars (USD),"Cologne, Germany",Europe,Western Europe,Cologne,,50825,Germany,2014
79055-74T,119923-84,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automated programming, automated software development, design automation platform, fintech, software design, software design and development, software design automation, software development solution, software development solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,129743-65P,"Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Dipl.-Ing, 2010, Computer Engineering; Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Ph.D. (Doctor of Philosophy), 2016, Computer Engineering; University of Technology, Sydney, Degree, 2007, Computer Engineering",5,79055-74T,,28-Nov-2016,8.00,Actual,13.50,21.50,Actual,37.21%,10.00,2nd Round,,3.16,Series A,Early Stage VC,Series A,,Venture Capital,8.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,16,5,2,3,,0.90,493.68%,,,(0.85),(0.90),0.00,2016,-25.40x,-23.91x,,23.83x,,-9.45x,-8.90x,,8.87x,,,,,,,,,-93.80%,58,US Dollars (USD),"Cologne, Germany",Europe,Western Europe,Cologne,,50825,Germany,2014
67273-66T,119923-84,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automated programming, automated software development, design automation platform, fintech, software design, software design and development, software design automation, software development solution, software development solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,129743-65P,"Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Dipl.-Ing, 2010, Computer Engineering; Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Ph.D. (Doctor of Philosophy), 2016, Computer Engineering; University of Technology, Sydney, Degree, 2007, Computer Engineering",3,67273-66T,,01-Jan-2016,,,,,,,2.00,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,16,1,1,,,0.15,,,(0.44),,,,2015,,,,,,,,,,,,,,,,,,,58,Euros (EUR),"Cologne, Germany",Europe,Western Europe,Cologne,,50825,Germany,2014
67273-93T,119923-84,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automated programming, automated software development, design automation platform, fintech, software design, software design and development, software design automation, software development solution, software development solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,129743-65P,"Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Dipl.-Ing, 2010, Computer Engineering; Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Ph.D. (Doctor of Philosophy), 2016, Computer Engineering; University of Technology, Sydney, Degree, 2007, Computer Engineering",2,67273-93T,,06-Mar-2015,2.00,Actual,,,,,2.00,1st Round,,,,Seed Round,Seed Round,,Venture Capital,2.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,US Dollars (USD),"Cologne, Germany",Europe,Western Europe,Cologne,,50825,Germany,2014
73264-87T,119923-84,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automated programming, automated software development, design automation platform, fintech, software design, software design and development, software design automation, software development solution, software development solutions",Venture Capital-Backed,Generating Revenue,Venture Capital,129743-65P,"Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Dipl.-Ing, 2010, Computer Engineering; Rheinisch-Westfälische Technische Hochschule Aachen University (RWTH Aachen), Ph.D. (Doctor of Philosophy), 2016, Computer Engineering; University of Technology, Sydney, Degree, 2007, Computer Engineering",4,73264-87T,,05-May-2016,,,,,,,2.00,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,16,1,1,,,0.15,,,(0.44),,,,2015,,,,,,,,,,,,,,,,,,,58,Euros (EUR),"Cologne, Germany",Europe,Western Europe,Cologne,,50825,Germany,2014
67177-72T,51777-73,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*","CloudTech & DevOps, SaaS, TMT","business communication platform, business communication software, cloudtech and devops, collaboration platform, enterprise communication, messaging platform, messaging software",Formerly VC-backed,Generating Revenue/Not Profitable,"Publicly Listed, Venture Capital",36939-34P,"Cambridge University, M.Phil (Master of Philosophy), 1998, Philosophy; University of Victoria, BA (Bachelor of Arts), 1996, Philosophy and English",9,67177-72T,11-Mar-2016,01-Apr-2016,200.00,Actual,"3,600.00","3,800.00",Actual,5.26%,546.73,8th Round,Up Round,7.80,Series F,Later Stage VC,Series F,,Venture Capital,200.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,430,13,9,4,,64.00,,,,,,,2015,,,,59.38x,,,,,3.13x,,,,,,,,,,"2,758",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2009
